SampleNumber,Date,Time,Acceleration_X,Acceleration_Y,Acceleration_Z
11239,07/26/2019,21:08:06.882126,-0.137233950762034,0.576556497606083,-0.790187108494864
11279,07/26/2019,21:08:06.902126,-0.137142757219815,0.576539445184532,-0.790224822680106
11319,07/26/2019,21:08:06.922126,-0.137065683777562,0.576598227306175,-0.790212965036899
11359,07/26/2019,21:08:06.942126,-0.137059877893639,0.576613494260179,-0.790137503112469
11399,07/26/2019,21:08:06.962126,-0.137140221766336,0.576527864949302,-0.79010488027547
11439,07/26/2019,21:08:06.982126,-0.137268415943987,0.576466815574429,-0.790146085982873
11479,07/26/2019,21:08:07.002126,-0.137286525295504,0.576466310742502,-0.790164023200497
11519,07/26/2019,21:08:07.022126,-0.137138350380648,0.57644861111633,-0.790115375941473
11559,07/26/2019,21:08:07.042126,-0.137017065986523,0.576459487106258,-0.790090676336588
11599,07/26/2019,21:08:07.062126,-0.137039075583624,0.57654030446348,-0.790156145899492
11639,07/26/2019,21:08:07.082126,-0.137076113017633,0.576568906556071,-0.790215158000638
11679,07/26/2019,21:08:07.102126,-0.137050960489063,0.576506546679642,-0.790164032444358
11719,07/26/2019,21:08:07.122126,-0.137044041017362,0.576466788163129,-0.790092175199826
11759,07/26/2019,21:08:07.142126,-0.137102570870837,0.576449005227041,-0.790102387210913
11799,07/26/2019,21:08:07.162126,-0.137189071757213,0.576373793507884,-0.790111363081928
11839,07/26/2019,21:08:07.182126,-0.137223870954626,0.576308755882245,-0.790077086782922
11879,07/26/2019,21:08:07.202126,-0.137134757950114,0.576353059042919,-0.790119625674917
11919,07/26/2019,21:08:07.222126,-0.136993524319875,0.576448267859655,-0.790243427349215
11959,07/26/2019,21:08:07.242126,-0.136966050120404,0.576485807841685,-0.790297951209555
11999,07/26/2019,21:08:07.262126,-0.137037960748622,0.576454040048262,-0.790235501914541
12039,07/26/2019,21:08:07.282126,-0.137049586192029,0.576409194408843,-0.790122786740184
12079,07/26/2019,21:08:07.302126,-0.137010184255627,0.576402124521297,-0.790026893691357
12119,07/26/2019,21:08:07.322126,-0.13704365598989,0.576440944752712,-0.790035315973782
12159,07/26/2019,21:08:07.342126,-0.137091870421595,0.576488204341922,-0.790187622413051
12199,07/26/2019,21:08:07.362126,-0.1370293618111,0.576517745099405,-0.790358384481155
12239,07/26/2019,21:08:07.382126,-0.13695204522675,0.576548531535035,-0.790391282441286
12279,07/26/2019,21:08:07.402126,-0.137021178110663,0.576576899731913,-0.790312453422412
12319,07/26/2019,21:08:07.422126,-0.137166275791943,0.576552858657666,-0.79025538750375
12359,07/26/2019,21:08:07.442126,-0.137214183496985,0.576477075373949,-0.790243309186161
12399,07/26/2019,21:08:07.462126,-0.137155468831594,0.576419313147747,-0.79021976843427
12439,07/26/2019,21:08:07.482126,-0.13708011845094,0.576420654324784,-0.790207053085584
12479,07/26/2019,21:08:07.502126,-0.137026340475813,0.576472506046019,-0.790238552387099
12519,07/26/2019,21:08:07.522126,-0.137035518512335,0.576546503228353,-0.790246991408022
12559,07/26/2019,21:08:07.542126,-0.137154284446202,0.576581634790672,-0.790180378482562
12599,07/26/2019,21:08:07.562126,-0.13729379619002,0.576533374413636,-0.790087653433154
12639,07/26/2019,21:08:07.582126,-0.137297662483091,0.576447758434807,-0.790024391204834
12679,07/26/2019,21:08:07.602126,-0.137181736137537,0.576402765267561,-0.790033287129115
12719,07/26/2019,21:08:07.622126,-0.137102844269835,0.576417028630207,-0.790175757293101
12759,07/26/2019,21:08:07.642126,-0.137101379176552,0.576455725545502,-0.790402165374232
12799,07/26/2019,21:08:07.662126,-0.137093923038835,0.576471623461101,-0.790488031609414
12839,07/26/2019,21:08:07.682126,-0.137094567029345,0.576450528705003,-0.790315293809929
12879,07/26/2019,21:08:07.702126,-0.137165049215492,0.576420069479635,-0.790119393327468
12919,07/26/2019,21:08:07.722126,-0.137192220686323,0.576375747430859,-0.79017490939404
12959,07/26/2019,21:08:07.742126,-0.137080162274792,0.576296377521167,-0.790341185670983
12999,07/26/2019,21:08:07.762126,-0.137022159212581,0.576258617798745,-0.790327368453096
13039,07/26/2019,21:08:07.782126,-0.137140602639743,0.576336681546468,-0.790244935876467
13079,07/26/2019,21:08:07.802126,-0.137183090232551,0.576425313480464,-0.790330550236273
13119,07/26/2019,21:08:07.822126,-0.13703987624026,0.576416146438586,-0.790403891845545
13159,07/26/2019,21:08:07.842126,-0.137024846772911,0.576402732972146,-0.790275846954076
13199,07/26/2019,21:08:07.862126,-0.137241332568894,0.57645004938446,-0.790230791794764
13239,07/26/2019,21:08:07.882126,-0.137353964583439,0.576428131162341,-0.790428310457245
13279,07/26/2019,21:08:07.902126,-0.137248861867932,0.576321958080076,-0.790488535335486
13319,07/26/2019,21:08:07.922126,-0.137200772600249,0.576353383240708,-0.790243694867802
13359,07/26/2019,21:08:07.942126,-0.137291198951196,0.576557882959931,-0.79010410592496
13399,07/26/2019,21:08:07.962126,-0.137313824584222,0.57663870605281,-0.790282817002849
13439,07/26/2019,21:08:07.982126,-0.137240592951088,0.576479859428165,-0.790475547051754
13479,07/26/2019,21:08:08.002126,-0.137249107891202,0.576364425909934,-0.790482046056779
13519,07/26/2019,21:08:08.022126,-0.137332343357044,0.576448610443077,-0.790408077198402
13559,07/26/2019,21:08:08.042126,-0.1373077944598,0.576526370575967,-0.790311439260124
13599,07/26/2019,21:08:08.062126,-0.137188976906583,0.576507426365977,-0.790222446551574
13639,07/26/2019,21:08:08.082126,-0.13715707074582,0.576543257929017,-0.790263493996986
13679,07/26/2019,21:08:08.102126,-0.137187700385992,0.576598293697762,-0.790406790260727
13719,07/26/2019,21:08:08.122126,-0.137135393565739,0.576516161445562,-0.790464681484414
13759,07/26/2019,21:08:08.142126,-0.137098245772446,0.576422989594042,-0.790389715201396
13799,07/26/2019,21:08:08.162126,-0.137208907393421,0.576488064094653,-0.790261753050659
13839,07/26/2019,21:08:08.182126,-0.13728850182967,0.57654805243424,-0.790142303117219
13879,07/26/2019,21:08:08.202126,-0.13719957136193,0.576443389854806,-0.790120764276458
13919,07/26/2019,21:08:08.222126,-0.137142717298698,0.576348568508945,-0.790231900278741
13959,07/26/2019,21:08:08.242126,-0.137202374466352,0.576418990208741,-0.790341423972307
13999,07/26/2019,21:08:08.262126,-0.137163281004919,0.576518805470814,-0.79034005234095
14039,07/26/2019,21:08:08.282126,-0.137027210812756,0.576526628598006,-0.79027672414584
14079,07/26/2019,21:08:08.302126,-0.137053158359403,0.576526006345133,-0.790210593334101
14119,07/26/2019,21:08:08.322126,-0.137199685182171,0.576562298949837,-0.790168630570094
14159,07/26/2019,21:08:08.342126,-0.13718489038553,0.576559557893757,-0.790202015520224
14199,07/26/2019,21:08:08.362126,-0.137038088944646,0.576534867655167,-0.790288472533675
14239,07/26/2019,21:08:08.382126,-0.136997172367079,0.576568233031725,-0.790317233879049
14279,07/26/2019,21:08:08.402126,-0.137034858527757,0.576587520259231,-0.790274224515747
14319,07/26/2019,21:08:08.422126,-0.137007201085037,0.576518158056294,-0.790256287950545
14359,07/26/2019,21:08:08.442126,-0.137012829589282,0.576493380969392,-0.790281587323679
