SampleNumber,Date,Time,Acceleration_X,Acceleration_Y,Acceleration_Z
2039,07/26/2019,21:08:02.282126,-0.137122615814381,0.576425667305131,-0.790179323576954
2079,07/26/2019,21:08:02.302126,-0.137114730358371,0.576501923712913,-0.790233139115678
2119,07/26/2019,21:08:02.322126,-0.13709387258277,0.576554985185684,-0.790269013374213
2159,07/26/2019,21:08:02.342126,-0.137170055121631,0.576584237940066,-0.790208727373294
2199,07/26/2019,21:08:02.362126,-0.137222511063763,0.576586356912797,-0.790128755976962
2239,07/26/2019,21:08:02.382126,-0.137119475463948,0.576562785548611,-0.7901159642446
2279,07/26/2019,21:08:02.402126,-0.137056466980681,0.576552936381028,-0.79013111616158
2319,07/26/2019,21:08:02.422126,-0.137175500998578,0.57656984298874,-0.790135208373703
2359,07/26/2019,21:08:02.442126,-0.137226201971721,0.57659155547574,-0.790165137383174
2399,07/26/2019,21:08:02.462126,-0.137056295686573,0.576618132735268,-0.790217982380178
2439,07/26/2019,21:08:02.482126,-0.136952400557043,0.576632375735493,-0.790225219922815
2479,07/26/2019,21:08:02.502126,-0.137113289073173,0.576603952543151,-0.790173685432964
2519,07/26/2019,21:08:02.522126,-0.137288647867674,0.576580209808404,-0.790153365651909
2559,07/26/2019,21:08:02.542126,-0.137239748548905,0.576598584046171,-0.790227215220186
2599,07/26/2019,21:08:02.562126,-0.137101757860964,0.576584129850587,-0.790300927361034
2639,07/26/2019,21:08:02.582126,-0.137076954221507,0.576529803960977,-0.79025881121627
2679,07/26/2019,21:08:02.602126,-0.137145707047314,0.576563244680857,-0.790182456191809
2719,07/26/2019,21:08:02.622126,-0.1371984660727,0.576664168426109,-0.790213138643864
2759,07/26/2019,21:08:02.642126,-0.137199095967959,0.576629795564906,-0.790278943242174
2799,07/26/2019,21:08:02.662126,-0.137198223332781,0.576450058273314,-0.790233197954363
2839,07/26/2019,21:08:02.682126,-0.137249798810382,0.576365180757121,-0.790143150569915
2879,07/26/2019,21:08:02.702126,-0.137272141131546,0.576450471221077,-0.790146541047798
2919,07/26/2019,21:08:02.722126,-0.137170630448371,0.576509188015749,-0.790185266753807
2959,07/26/2019,21:08:02.742126,-0.137104229060635,0.576463109515597,-0.790179946506558
2999,07/26/2019,21:08:02.762126,-0.137221860876356,0.576448614580425,-0.79023441040453
3039,07/26/2019,21:08:02.782126,-0.137294398763557,0.576476389498886,-0.790376216202181
3079,07/26/2019,21:08:02.802126,-0.137145222496927,0.576444092476909,-0.790413661199189
3119,07/26/2019,21:08:02.822126,-0.13703302011724,0.576422146817509,-0.790290954261627
3159,07/26/2019,21:08:02.842126,-0.137105059031441,0.576481329814389,-0.790213029232539
3199,07/26/2019,21:08:02.862126,-0.137122577912234,0.576492409946182,-0.790283552681833
3239,07/26/2019,21:08:02.882126,-0.13703401133607,0.576432285235345,-0.790376059380193
3279,07/26/2019,21:08:02.902126,-0.137051802718668,0.576448917784641,-0.790390200635909
3319,07/26/2019,21:08:02.922126,-0.137143564252638,0.576504567128642,-0.790370268490292
3359,07/26/2019,21:08:02.942126,-0.137156168912229,0.576465439258532,-0.790381580768418
3399,07/26/2019,21:08:02.962126,-0.137185529901001,0.576412945942079,-0.790396562026013
3439,07/26/2019,21:08:02.982126,-0.137300473071884,0.576445873597547,-0.790342955682854
3479,07/26/2019,21:08:03.002126,-0.137321790241085,0.576488925477514,-0.790269736377162
3519,07/26/2019,21:08:03.022126,-0.137186798151996,0.576509594307818,-0.790324144614185
3559,07/26/2019,21:08:03.042126,-0.137091414227001,0.57655631849843,-0.790475663538615
3599,07/26/2019,21:08:03.062126,-0.137127633235079,0.576590263889969,-0.790503182524402
3639,07/26/2019,21:08:03.082126,-0.137166880467241,0.576572330792916,-0.790364555009599
3679,07/26/2019,21:08:03.102126,-0.137138030240775,0.576559207701965,-0.790263719891783
3719,07/26/2019,21:08:03.122126,-0.137096422788688,0.576561086356875,-0.790281470366164
3759,07/26/2019,21:08:03.142126,-0.137059234152954,0.576522802283635,-0.790307426525261
3799,07/26/2019,21:08:03.162126,-0.137029887387466,0.576482907702054,-0.790333900303666
3839,07/26/2019,21:08:03.182126,-0.137067011590793,0.576523761888773,-0.79042678625863
3879,07/26/2019,21:08:03.202126,-0.137170236863467,0.576575720656651,-0.790478567762776
3919,07/26/2019,21:08:03.222126,-0.137261203860803,0.576514175263966,-0.790353111108394
3959,07/26/2019,21:08:03.242126,-0.13729544923498,0.576422276807594,-0.790173832175764
3999,07/26/2019,21:08:03.262126,-0.137259876767464,0.576459432429212,-0.790171760407137
4039,07/26/2019,21:08:03.282126,-0.137179070376915,0.576543536754053,-0.790327338398495
4079,07/26/2019,21:08:03.302126,-0.137158663023847,0.576526985607169,-0.790412243847465
4119,07/26/2019,21:08:03.322126,-0.137246761543581,0.576503568251443,-0.790351025793425
4159,07/26/2019,21:08:03.342126,-0.137331578545356,0.576551438346156,-0.79026916654738
4199,07/26/2019,21:08:03.362126,-0.137311667678197,0.576513156951135,-0.7902060301995
4239,07/26/2019,21:08:03.382126,-0.137225797458427,0.57637941460833,-0.790130572863873
4279,07/26/2019,21:08:03.402126,-0.137150708630465,0.576387220801146,-0.790155459451618
4319,07/26/2019,21:08:03.422126,-0.137106664177599,0.576504860211795,-0.790326570634681
4359,07/26/2019,21:08:03.442126,-0.137104057030845,0.5764706530317,-0.790420262473467
4399,07/26/2019,21:08:03.462126,-0.137164143282173,0.576387715397351,-0.790326561927243
4439,07/26/2019,21:08:03.482126,-0.137217203623627,0.576515314498765,-0.790257518601964
4479,07/26/2019,21:08:03.502126,-0.137155525264791,0.576662673948144,-0.79032295351445
4519,07/26/2019,21:08:03.522126,-0.137087704714435,0.576575001596158,-0.790381707469453
4559,07/26/2019,21:08:03.542126,-0.137193558411871,0.576476804723666,-0.790398322998442
4599,07/26/2019,21:08:03.562126,-0.137288020634,0.576568930845874,-0.790450492962515
4639,07/26/2019,21:08:03.582126,-0.137098458835364,0.576630225989662,-0.790452611510413
4679,07/26/2019,21:08:03.602126,-0.136860230113719,0.576545695607161,-0.790304596780031
4719,07/26/2019,21:08:03.622126,-0.136932892531172,0.576514369653822,-0.790147327013802
4759,07/26/2019,21:08:03.642126,-0.137140850759063,0.576565492175405,-0.790144027236612
4799,07/26/2019,21:08:03.662126,-0.137168407632608,0.576521186138737,-0.79020928813851
4839,07/26/2019,21:08:03.682126,-0.137113812983082,0.576421927691609,-0.790188800245768
4879,07/26/2019,21:08:03.702126,-0.137130699150664,0.576461536116274,-0.790130181829673
4919,07/26/2019,21:08:03.722126,-0.137111779985953,0.576588076892907,-0.790172646460911
4959,07/26/2019,21:08:03.742126,-0.137054908516351,0.576595264574237,-0.790279183961921
4999,07/26/2019,21:08:03.762126,-0.137133894798045,0.576509592188665,-0.790296530079019
5039,07/26/2019,21:08:03.782126,-0.137262305248759,0.576498232860487,-0.790219865735723
5079,07/26/2019,21:08:03.802126,-0.137187515189003,0.576537397979317,-0.790167245235329
5119,07/26/2019,21:08:03.822126,-0.137008711005223,0.57654945749185,-0.790178212823441
5159,07/26/2019,21:08:03.842126,-0.137012229837195,0.576602906024923,-0.790240239226845
5199,07/26/2019,21:08:03.862126,-0.137134989800145,0.576664835428769,-0.790347332849933
5239,07/26/2019,21:08:03.882126,-0.137146535379007,0.576575383473747,-0.790413656418818
5279,07/26/2019,21:08:03.902126,-0.137100526536571,0.576410040071121,-0.790349487434925
5319,07/26/2019,21:08:03.922126,-0.137130284171095,0.576370865576818,-0.790223179712117
5359,07/26/2019,21:08:03.942126,-0.137147880141723,0.576426740332352,-0.790164148170526
5399,07/26/2019,21:08:03.962126,-0.137095148841309,0.576486422258239,-0.79020740767955
5439,07/26/2019,21:08:03.982126,-0.137105261983627,0.576584110982766,-0.790303886906274
5479,07/26/2019,21:08:04.002126,-0.137210486805926,0.576657778412562,-0.790350736647327
5519,07/26/2019,21:08:04.022126,-0.137261917551135,0.576594283292792,-0.790274590171695
5559,07/26/2019,21:08:04.042126,-0.137214223763707,0.576500207118355,-0.790161074193956
5599,07/26/2019,21:08:04.062126,-0.137174045349732,0.576521515649354,-0.790139514729294
5639,07/26/2019,21:08:04.082126,-0.137190900710385,0.576577162166824,-0.790177882650049
5679,07/26/2019,21:08:04.102126,-0.137222103073912,0.576560407543548,-0.79019250922921
5719,07/26/2019,21:08:04.122126,-0.137212202932112,0.576533460876384,-0.790214988565055
5759,07/26/2019,21:08:04.142126,-0.137126468312448,0.576546099911304,-0.790281059786917
5799,07/26/2019,21:08:04.162126,-0.137033258455086,0.576528500024507,-0.790340562525204
5839,07/26/2019,21:08:04.182126,-0.137063613249603,0.57647115198896,-0.790348657774708
5879,07/26/2019,21:08:04.202126,-0.137180541257168,0.576483112040652,-0.790296280465954
5919,07/26/2019,21:08:04.222126,-0.137224246903043,0.576585370430791,-0.79020642276441
5959,07/26/2019,21:08:04.242126,-0.137196284550986,0.576644730806879,-0.790173813455409
5999,07/26/2019,21:08:04.262126,-0.137184735391523,0.576592449529462,-0.79026814907883
6039,07/26/2019,21:08:04.282126,-0.137150658738831,0.576512885343225,-0.790407659681286
6079,07/26/2019,21:08:04.302126,-0.137090493879356,0.576473198873081,-0.790472263292281
6119,07/26/2019,21:08:04.322126,-0.137118747606593,0.576464531546695,-0.79045421714331
6159,07/26/2019,21:08:04.342126,-0.137195403797331,0.57647178228192,-0.790386241200704
6199,07/26/2019,21:08:04.362126,-0.13717453309449,0.57645253896052,-0.790271529035746
6239,07/26/2019,21:08:04.382126,-0.137133519083774,0.576393694074413,-0.790190189696288
6279,07/26/2019,21:08:04.402126,-0.137175868694466,0.576395533583754,-0.790281158209171
6319,07/26/2019,21:08:04.422126,-0.137129820159545,0.5764756749608,-0.790487460757896
6359,07/26/2019,21:08:04.442126,-0.136953628460757,0.576483462564641,-0.79054904648401
6399,07/26/2019,21:08:04.462126,-0.136963990340021,0.576409657938259,-0.790382342344077
6439,07/26/2019,21:08:04.482126,-0.137188277594438,0.576405156435579,-0.790191458493275
6479,07/26/2019,21:08:04.502126,-0.13720348074309,0.576436832511645,-0.790122526501056
6519,07/26/2019,21:08:04.522126,-0.136967356970021,0.576390578171249,-0.790126178560762
6559,07/26/2019,21:08:04.542126,-0.13693051282792,0.576366263792539,-0.79016110788099
6599,07/26/2019,21:08:04.562126,-0.137160135118605,0.576450284810282,-0.790218127124684
6639,07/26/2019,21:08:04.582126,-0.137268695092751,0.576516288452211,-0.790217651160824
6679,07/26/2019,21:08:04.602126,-0.137184176537382,0.576511403395562,-0.790136539387106
6719,07/26/2019,21:08:04.622126,-0.137167546261272,0.576539110458306,-0.79010122703813
6759,07/26/2019,21:08:04.642126,-0.13722942727431,0.576590172805251,-0.79018864644151
6799,07/26/2019,21:08:04.662126,-0.137182775918422,0.576578863258358,-0.790306951104603
6839,07/26/2019,21:08:04.682126,-0.137062380582374,0.576566014636157,-0.790346282928807
6879,07/26/2019,21:08:04.702126,-0.137029080515065,0.576628762282349,-0.790281415159298
6919,07/26/2019,21:08:04.722126,-0.137072785067175,0.576679528888739,-0.790163707582897
6959,07/26/2019,21:08:04.742126,-0.13711769631237,0.576647450340804,-0.790124787999257
6999,07/26/2019,21:08:04.762126,-0.137190156577046,0.5766100139454,-0.790245579441988
7039,07/26/2019,21:08:04.782126,-0.137271086864251,0.576596654656647,-0.79039447648497
7079,07/26/2019,21:08:04.802126,-0.137251008566664,0.576546039245223,-0.790376833834415
7119,07/26/2019,21:08:04.822126,-0.137157820509793,0.576514844606748,-0.790194208957733
7159,07/26/2019,21:08:04.842126,-0.137120224866266,0.576587708120774,-0.790029999338483
7199,07/26/2019,21:08:04.862126,-0.13711237820586,0.576633106397068,-0.790046283652718
7239,07/26/2019,21:08:04.882126,-0.137070008257406,0.576546193321107,-0.790211361139821
7279,07/26/2019,21:08:04.902126,-0.137081025986388,0.576531960438088,-0.790330236933958
7319,07/26/2019,21:08:04.922126,-0.137153368765203,0.576691885535039,-0.790305519325573
7359,07/26/2019,21:08:04.942126,-0.137126602656089,0.576725940809102,-0.790226696830317
7399,07/26/2019,21:08:04.962126,-0.137007836971543,0.576529068607563,-0.790152068317589
7439,07/26/2019,21:08:04.982126,-0.136976459628176,0.576466779385597,-0.790086396518584
7479,07/26/2019,21:08:05.002126,-0.137038937641129,0.57663584990173,-0.790132949542953
7519,07/26/2019,21:08:05.022126,-0.13708445211428,0.576665918135022,-0.790319503836223
7559,07/26/2019,21:08:05.042126,-0.137119166374729,0.576506934993438,-0.790431337433013
7599,07/26/2019,21:08:05.062126,-0.137151331199106,0.576496594422226,-0.790307906188952
7639,07/26/2019,21:08:05.082126,-0.137130728517908,0.576618111164597,-0.790087537866893
7679,07/26/2019,21:08:05.102126,-0.137118448681723,0.576570033092841,-0.790021036573204
7719,07/26/2019,21:08:05.122126,-0.137190790196931,0.576418884606187,-0.790202270626807
7759,07/26/2019,21:08:05.142126,-0.137243960893701,0.576450455761249,-0.790455018548176
7799,07/26/2019,21:08:05.162126,-0.137184419491413,0.576601744222303,-0.790493517696822
7839,07/26/2019,21:08:05.182126,-0.137113599428474,0.576602653168515,-0.790296208228454
7879,07/26/2019,21:08:05.202126,-0.137116580039176,0.576479235123698,-0.790123860089532
7919,07/26/2019,21:08:05.222126,-0.137113600807073,0.576472958812043,-0.790124916909947
7959,07/26/2019,21:08:05.242126,-0.137052585815664,0.576588147753642,-0.790215912061449
7999,07/26/2019,21:08:05.262126,-0.13702759721339,0.576610544487985,-0.790271970353581
8039,07/26/2019,21:08:05.282126,-0.137089045263996,0.576520941913175,-0.790218972427764
8079,07/26/2019,21:08:05.302126,-0.137109559424076,0.57650925070835,-0.790101119285192
8119,07/26/2019,21:08:05.322126,-0.137013470550727,0.576582279131489,-0.790061398686483
8159,07/26/2019,21:08:05.342126,-0.136972607173136,0.576553394502924,-0.790119230570828
8199,07/26/2019,21:08:05.362126,-0.137105663421775,0.57643980352185,-0.790179333074225
8239,07/26/2019,21:08:05.382126,-0.137207009950795,0.576442273013872,-0.790248081378733
8279,07/26/2019,21:08:05.402126,-0.137105019931394,0.576532669883142,-0.790314952192973
8319,07/26/2019,21:08:05.422126,-0.136982698331989,0.576528594791792,-0.790230677609637
8359,07/26/2019,21:08:05.442126,-0.137023076166243,0.576488316179807,-0.790029999069711
8399,07/26/2019,21:08:05.462126,-0.137099868249672,0.576541887718837,-0.790022687719678
8439,07/26/2019,21:08:05.482126,-0.1370814067691,0.576559894116363,-0.790296030403163
8479,07/26/2019,21:08:05.502126,-0.137076115118907,0.576442909914066,-0.790509076314228
8519,07/26/2019,21:08:05.522126,-0.137154152228572,0.576378091947808,-0.790398297253546
8559,07/26/2019,21:08:05.542126,-0.137159385521305,0.576487897484711,-0.790160933455177
8599,07/26/2019,21:08:05.562126,-0.137038521457897,0.576635724936652,-0.790120517056659
8639,07/26/2019,21:08:05.582126,-0.137025184641912,0.576686781366462,-0.790261110527723
8679,07/26/2019,21:08:05.602126,-0.137199201680296,0.576615302251142,-0.790351571148663
8719,07/26/2019,21:08:05.622126,-0.137271824020516,0.576461955333166,-0.790337000579969
8759,07/26/2019,21:08:05.642126,-0.137132613940305,0.576373307409927,-0.790305391359458
8799,07/26/2019,21:08:05.662126,-0.137059354624988,0.57645279472008,-0.790252221878644
8839,07/26/2019,21:08:05.682126,-0.137136254432161,0.576580635187082,-0.790188007501323
8879,07/26/2019,21:08:05.702126,-0.137138150911324,0.576604914188713,-0.790248509414673
8919,07/26/2019,21:08:05.722126,-0.137063881411317,0.576543118943713,-0.790417302434394
8959,07/26/2019,21:08:05.742126,-0.137099510146684,0.57647600877787,-0.790449418276484
8999,07/26/2019,21:08:05.762126,-0.137176627277833,0.576467777801871,-0.790287320313143
9039,07/26/2019,21:08:05.782126,-0.137128425195477,0.57656525768219,-0.790161042431689
9079,07/26/2019,21:08:05.802126,-0.137048380390103,0.576699930064824,-0.790166897365487
9119,07/26/2019,21:08:05.822126,-0.137103273835582,0.57672439439746,-0.79019020974084
9159,07/26/2019,21:08:05.842126,-0.137210979289398,0.576615690827198,-0.790212074920175
9199,07/26/2019,21:08:05.862126,-0.137187744016564,0.576498711448221,-0.790271201477902
9239,07/26/2019,21:08:05.882126,-0.137077552531152,0.576488221021133,-0.790298902828082
9279,07/26/2019,21:08:05.902126,-0.137070879410949,0.57657223445378,-0.790278927785025
9319,07/26/2019,21:08:05.922126,-0.137181528438718,0.576628523840696,-0.790282677727201
9359,07/26/2019,21:08:05.942126,-0.137260987646334,0.576600423070628,-0.790275901150998
9399,07/26/2019,21:08:05.962126,-0.137233229512248,0.57658807001713,-0.790215250896383
9439,07/26/2019,21:08:05.982126,-0.137134956465381,0.576647468398897,-0.790198224544711
9479,07/26/2019,21:08:06.002126,-0.137050364004986,0.57668003773605,-0.790258880503929
9519,07/26/2019,21:08:06.022126,-0.137046070913783,0.576642045851927,-0.790274480666585
9559,07/26/2019,21:08:06.042126,-0.137088287669443,0.576619911174879,-0.7902044149633
9599,07/26/2019,21:08:06.062126,-0.137108258368669,0.576626744298613,-0.79016094064149
9639,07/26/2019,21:08:06.082126,-0.137106523136234,0.576575815105302,-0.790217509354681
9679,07/26/2019,21:08:06.102126,-0.137086024779087,0.576477682593123,-0.79030799208237
9719,07/26/2019,21:08:06.122126,-0.137050982424002,0.576425619875036,-0.790315974683577
9759,07/26/2019,21:08:06.142126,-0.137073863797323,0.576407497248921,-0.790234231112794
9799,07/26/2019,21:08:06.162126,-0.137148036437903,0.576371828305503,-0.790192425996262
9839,07/26/2019,21:08:06.182126,-0.137133385213963,0.576386166634922,-0.790262778245796
9879,07/26/2019,21:08:06.202126,-0.137017372731923,0.576476315654231,-0.790338560615242
9919,07/26/2019,21:08:06.222126,-0.136974586488742,0.576507918674854,-0.790303500479483
9959,07/26/2019,21:08:06.242126,-0.137082047316377,0.576450240970351,-0.79020119197469
9999,07/26/2019,21:08:06.262126,-0.137190117364249,0.576452847160576,-0.790143487480905
10039,07/26/2019,21:08:06.282126,-0.13712816433606,0.57654116025815,-0.790157230336289
10079,07/26/2019,21:08:06.302126,-0.136966251060869,0.576583594157883,-0.790206633981222
10119,07/26/2019,21:08:06.322126,-0.136942286197085,0.576552252705913,-0.790272545024178
10159,07/26/2019,21:08:06.342126,-0.137070859516646,0.576533113728366,-0.790316753699971
10199,07/26/2019,21:08:06.362126,-0.137121388866649,0.576566414204066,-0.790270876748664
10239,07/26/2019,21:08:06.382126,-0.137061803394335,0.576620677881918,-0.790154023690388
10279,07/26/2019,21:08:06.402126,-0.137071504160825,0.576639919628031,-0.790078399784855
10319,07/26/2019,21:08:06.422126,-0.137133832103924,0.576598189651884,-0.79008622489154
10359,07/26/2019,21:08:06.442126,-0.137107032526225,0.576535579289651,-0.790123060371235
10399,07/26/2019,21:08:06.462126,-0.137049726019849,0.576513474671734,-0.790146890611868
10439,07/26/2019,21:08:06.482126,-0.137076827407369,0.576548269346215,-0.790138126664585
10479,07/26/2019,21:08:06.502126,-0.137108318883119,0.576592749675486,-0.790111241418372
10519,07/26/2019,21:08:06.522126,-0.137029536953827,0.576583711857724,-0.790151666008547
10559,07/26/2019,21:08:06.542126,-0.136924006977999,0.576533994980961,-0.790261905930603
10599,07/26/2019,21:08:06.562126,-0.136945687635475,0.576525614348907,-0.790275151497449
10639,07/26/2019,21:08:06.582126,-0.137047855926662,0.576587031828527,-0.790128846972629
10679,07/26/2019,21:08:06.602126,-0.137061980363898,0.57664485220385,-0.790014263807036
10719,07/26/2019,21:08:06.622126,-0.136998882685383,0.576607265030869,-0.790082498781688
10759,07/26/2019,21:08:06.642126,-0.136995993969091,0.576494758958465,-0.790223208766501
10799,07/26/2019,21:08:06.662126,-0.137054512432346,0.576461043696869,-0.790245754103209
10839,07/26/2019,21:08:06.682126,-0.137093042819451,0.576571981094173,-0.790140809941946
10879,07/26/2019,21:08:06.702126,-0.137100504812284,0.576666658433601,-0.790074464231392
10919,07/26/2019,21:08:06.722126,-0.137090759118259,0.576623004525909,-0.790146033423366
10959,07/26/2019,21:08:06.742126,-0.137091649609636,0.576556100921625,-0.790269607845961
10999,07/26/2019,21:08:06.762126,-0.137147518834577,0.576583028829613,-0.790340479208938
11039,07/26/2019,21:08:06.782126,-0.137201949900494,0.576643099161801,-0.790360814709757
11079,07/26/2019,21:08:06.802126,-0.137155792066915,0.576649739848572,-0.79035841060275
11119,07/26/2019,21:08:06.822126,-0.137078818737291,0.576622408954402,-0.790326857932699
11159,07/26/2019,21:08:06.842126,-0.137117011200893,0.576614228366453,-0.790261396158477
11199,07/26/2019,21:08:06.862126,-0.137223133531031,0.576604303818452,-0.79019550765637
